,FTR,HTGD,ATGD,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3
193,H,0.0,-0.8181818181818182,1.1363636363636365,0.7727272727272727,L,D,W,L,L,D
194,H,0.045454545454545456,-0.8636363636363636,1.2272727272727273,0.6818181818181818,D,D,D,D,L,D
195,H,-0.5454545454545454,-0.7272727272727273,0.8181818181818182,1.0,L,D,L,L,D,W
196,NH,-0.22727272727272727,0.9090909090909091,1.1363636363636365,2.0,L,W,W,L,D,W
197,H,0.13636363636363635,-0.18181818181818182,1.2272727272727273,0.9090909090909091,L,L,D,D,D,L
198,H,1.3043478260869565,-0.34782608695652173,2.391304347826087,1.0869565217391304,D,L,W,L,D,W
199,H,-0.2608695652173913,0.0,1.0434782608695652,1.2608695652173914,L,L,W,D,D,W
200,NH,-0.9565217391304348,0.13043478260869565,0.6521739130434783,1.2173913043478262,L,W,D,L,D,W
201,NH,-0.2608695652173913,-0.7391304347826086,0.8695652173913043,0.8695652173913043,L,W,L,W,D,D
202,H,0.6956521739130435,-0.6086956521739131,1.826086956521739,0.9130434782608695,W,W,W,L,D,L
203,H,1.2608695652173914,-0.043478260869565216,2.0,1.3043478260869565,W,W,L,D,D,D
204,H,-0.6521739130434783,0.17391304347826086,0.9565217391304348,1.3043478260869565,L,D,D,W,L,W
205,H,-0.7391304347826086,0.043478260869565216,0.7391304347826086,1.3043478260869565,L,L,D,D,L,D
206,NH,0.782608695652174,0.21739130434782608,2.0434782608695654,1.3043478260869565,W,W,W,L,L,D
207,NH,1.2083333333333333,0.7916666666666666,2.4166666666666665,1.9583333333333333,W,L,D,W,W,W
208,D,0.0,-0.25,1.2083333333333333,0.8333333333333334,L,L,L,L,D,L
209,NH,0.125,0.7083333333333334,1.25,1.875,L,W,D,W,W,W
210,NH,-0.041666666666666664,-0.8333333333333334,1.25,0.625,L,L,L,L,D,D
211,D,0.125,1.2083333333333333,1.2916666666666667,2.0416666666666665,W,W,W,W,L,L
212,H,-0.4583333333333333,-0.8333333333333334,0.875,0.8333333333333334,L,W,W,L,L,D
213,D,-0.3333333333333333,-0.625,1.0416666666666667,1.0416666666666667,L,W,L,L,L,D
214,H,0.041666666666666664,-0.3333333333333333,1.25,1.125,L,W,W,L,D,W
215,D,-0.7083333333333334,0.20833333333333334,0.9583333333333334,1.375,W,W,W,W,W,L
216,H,-0.28,0.08,1.08,1.28,L,D,W,W,L,W
217,D,-0.8,0.12,0.8,1.2,L,L,W,L,L,D
218,NH,-0.84,-0.4,0.72,0.96,W,W,L,L,L,W
219,H,-0.12,-0.08,0.84,1.32,D,W,L,L,L,W
220,D,0.2,0.0,1.36,1.2,D,D,W,L,W,L
221,NH,1.04,0.08,2.0,1.2,D,L,W,L,W,L
222,D,-0.6,1.16,1.04,2.32,D,L,W,W,L,D
223,H,0.88,-0.8,2.0,0.96,W,D,L,W,W,W
224,H,0.76,-0.4,1.92,1.04,W,D,W,L,W,L
225,H,0.038461538461538464,-0.8076923076923077,1.1923076923076923,0.9230769230769231,D,L,D,D,L,W
226,H,-0.2692307692307692,-0.8846153846153846,1.0,0.8076923076923077,L,D,D,L,L,W
227,H,0.15384615384615385,-0.8461538461538461,1.1923076923076923,0.6923076923076923,D,L,L,W,L,L
228,NH,0.038461538461538464,-0.07692307692307693,1.2307692307692308,0.9230769230769231,L,W,D,D,W,L
229,D,-0.07692307692307693,0.19230769230769232,1.2692307692307692,1.3461538461538463,L,D,W,D,L,W
230,H,-0.3076923076923077,0.9230769230769231,1.0384615384615385,1.9230769230769231,W,L,W,D,L,W
231,NH,-0.6153846153846154,0.8846153846153846,1.0384615384615385,2.0384615384615383,D,W,D,W,W,L
232,H,1.2307692307692308,0.6153846153846154,2.269230769230769,1.9615384615384615,D,W,L,W,W,W
233,H,0.11538461538461539,-0.3076923076923077,1.2692307692307692,1.1538461538461537,W,W,L,L,L,W
234,NH,-0.9259259259259259,1.2592592592592593,0.7777777777777778,2.2962962962962963,L,W,D,D,L,L
235,D,-0.8148148148148148,-0.25925925925925924,0.6666666666666666,1.0740740740740742,L,W,L,L,W,D
236,NH,0.7777777777777778,0.1111111111111111,2.074074074074074,1.2592592592592593,W,W,W,D,W,D
237,D,-0.07407407407407407,0.1111111111111111,1.0,1.3333333333333333,W,W,W,W,D,L
238,D,0.5925925925925926,-0.5925925925925926,1.8888888888888888,1.0,L,L,W,D,W,D
239,NH,0.1111111111111111,0.1111111111111111,1.3333333333333333,1.1851851851851851,D,L,D,L,D,D
240,H,1.0740740740740742,-0.037037037037037035,1.8518518518518519,1.2592592592592593,L,W,L,D,D,L
241,D,-0.2962962962962963,-0.2962962962962963,1.1111111111111112,1.1111111111111112,L,W,W,W,L,W
242,H,-0.6666666666666666,-0.18518518518518517,0.8888888888888888,1.2592592592592593,L,D,L,L,D,W
243,D,1.2142857142857142,-0.7857142857142857,2.3214285714285716,0.6785714285714286,W,D,W,L,D,L
244,NH,-0.2857142857142857,1.0714285714285714,1.0714285714285714,1.8928571428571428,D,W,W,L,L,L
245,H,0.17857142857142858,0.03571428571428571,1.3214285714285714,1.2857142857142858,D,L,W,D,W,D
246,H,0.25,-0.7857142857142857,1.25,0.9642857142857143,W,W,L,L,L,L
247,H,-0.14285714285714285,0.07142857142857142,1.2142857142857142,1.3214285714285714,L,W,D,W,L,D
248,H,-0.17857142857142858,-0.17857142857142858,1.1071428571428572,1.0,D,D,W,W,W,W
249,D,-0.5714285714285714,-0.8928571428571429,1.0,0.75,D,L,L,L,D,D
250,NH,-0.07142857142857142,-0.25,1.2142857142857142,1.1071428571428572,L,D,W,L,D,W
251,NH,0.5,0.8214285714285714,1.8571428571428572,2.0,D,L,L,W,W,W
252,H,-0.20689655172413793,-0.3103448275862069,1.1724137931034482,1.0344827586206897,W,L,D,D,L,W
253,NH,0.034482758620689655,0.27586206896551724,1.2758620689655173,1.3103448275862069,L,W,W,W,W,L
254,H,-0.6551724137931034,-0.6551724137931034,0.6896551724137931,1.0,D,D,D,D,L,L
255,NH,-0.8275862068965517,0.2413793103448276,0.9310344827586207,1.3793103448275863,L,W,W,D,L,W
256,D,-0.1724137931034483,-0.06896551724137931,0.9655172413793104,1.1724137931034482,L,L,D,L,W,W
257,H,0.06896551724137931,-0.20689655172413793,1.2413793103448276,1.1724137931034482,L,W,L,D,D,W
258,H,1.1379310344827587,1.0689655172413792,1.9310344827586208,2.2758620689655173,W,D,W,W,L,W
259,D,-0.8620689655172413,0.4827586206896552,0.7586206896551724,1.793103448275862,D,L,L,D,L,L
260,H,0.8620689655172413,-0.20689655172413793,2.0344827586206895,1.2758620689655173,W,W,L,L,W,D
261,H,1.1,-0.26666666666666666,2.2,1.2333333333333334,L,W,D,W,W,D
262,NH,-0.9,0.9,0.7666666666666667,2.066666666666667,D,W,D,W,L,L
263,D,-0.3,-0.16666666666666666,1.0,0.9666666666666667,L,D,L,L,D,D
264,D,0.23333333333333334,0.03333333333333333,1.4333333333333333,1.2333333333333334,W,L,W,L,D,W
265,H,0.3,-0.23333333333333334,1.3666666666666667,1.2333333333333334,W,L,W,W,W,L
266,D,0.4666666666666667,-0.6333333333333333,1.7666666666666666,0.7666666666666667,D,W,L,D,D,D
267,D,-0.6333333333333333,1.1,0.9666666666666667,1.9666666666666666,L,W,D,W,D,W
268,D,-0.06666666666666667,0.06666666666666667,1.1666666666666667,1.3,D,W,L,L,L,L
269,H,-0.16666666666666666,-0.8333333333333334,1.1333333333333333,0.9,L,L,W,L,D,W
270,NH,-0.2903225806451613,-0.5806451612903226,1.1935483870967742,0.967741935483871,L,D,W,L,W,D
271,H,0.06451612903225806,-0.1935483870967742,1.2258064516129032,1.1935483870967742,D,W,L,L,L,W
272,H,-0.5483870967741935,-0.9354838709677419,0.7741935483870968,0.7419354838709677,D,L,W,D,D,D
273,NH,0.8064516129032258,0.3548387096774194,2.096774193548387,1.4193548387096775,W,W,W,W,W,W
274,H,-0.7741935483870968,-0.0967741935483871,0.8709677419354839,1.1612903225806452,L,D,L,D,L,L
275,D,-0.22580645161290322,0.22580645161290322,1.1935483870967742,1.4193548387096775,L,D,L,W,W,W
276,NH,0.0,-0.22580645161290322,1.2903225806451613,1.0,D,D,W,L,L,L
277,D,-0.16129032258064516,1.064516129032258,0.967741935483871,2.225806451612903,D,W,D,L,L,D
278,D,1.064516129032258,0.45161290322580644,1.935483870967742,1.7419354838709677,D,D,W,D,W,L
279,NH,-0.5625,0.8125,0.84375,2.03125,W,L,D,W,W,W
280,NH,-0.125,0.09375,1.125,1.28125,L,W,D,D,D,L
281,NH,0.09375,0.46875,1.40625,1.46875,D,W,D,W,W,W
282,H,-0.09375,-0.3125,1.15625,1.1875,L,D,W,L,L,L
283,H,1.09375,-0.0625,2.1875,1.25,D,L,W,D,L,W
284,NH,-0.96875,1.09375,0.71875,1.90625,L,D,L,D,D,W
285,D,-0.21875,-0.75,1.0625,0.9375,W,W,D,L,L,L
286,H,0.5,-0.34375,1.71875,1.15625,D,L,D,L,D,W
287,NH,-0.65625,-0.0625,1.03125,0.96875,W,D,D,D,L,D
288,NH,-0.3939393939393939,-0.8787878787878788,1.121212121212121,0.696969696969697,L,L,L,L,L,L
289,D,0.09090909090909091,-0.21212121212121213,1.3333333333333333,1.0606060606060606,W,D,W,W,D,D
290,H,0.15151515151515152,0.7272727272727273,1.3636363636363635,2.0606060606060606,L,W,D,L,D,W
291,D,-0.7272727272727273,1.0606060606060606,0.9393939393939394,2.212121212121212,D,W,W,D,L,W
292,D,0.45454545454545453,-0.09090909090909091,1.5151515151515151,1.2121212121212122,W,W,W,L,W,W
293,H,-0.030303030303030304,0.45454545454545453,1.0303030303030303,1.7575757575757576,W,W,D,D,D,D
294,D,-0.30303030303030304,-0.12121212121212122,1.1515151515151516,1.0909090909090908,L,L,D,L,L,D
295,H,-0.030303030303030304,-0.6666666666666666,1.2121212121212122,1.0,L,L,L,W,D,D
296,H,1.2424242424242424,-0.7272727272727273,1.9393939393939394,0.8181818181818182,W,L,D,W,D,D
297,D,1.0294117647058822,0.08823529411764706,2.176470588235294,1.3235294117647058,D,D,W,W,D,W
298,D,-0.8529411764705882,-0.029411764705882353,0.7647058823529411,1.088235294117647,W,W,L,W,L,D
299,NH,-0.2647058823529412,-0.23529411764705882,1.0588235294117647,1.1470588235294117,D,D,D,L,W,D
300,H,-0.6470588235294118,-0.4411764705882353,0.7941176470588235,1.088235294117647,L,L,L,L,W,L
301,NH,0.6764705882352942,1.2352941176470589,2.0,1.9705882352941178,L,W,W,W,L,D
302,D,-0.11764705882352941,0.4411764705882353,1.088235294117647,1.5,D,D,L,W,L,W
303,H,-0.058823529411764705,0.11764705882352941,1.2058823529411764,1.411764705882353,D,W,W,L,L,D
304,H,0.47058823529411764,-0.058823529411764705,1.7058823529411764,1.2647058823529411,L,W,W,L,D,L
305,D,-0.6470588235294118,-0.7058823529411765,0.9705882352941176,0.9411764705882353,L,D,L,D,W,W
333,NH,-0.25,-2.0,0.75,0.0,D,L,D,L,D,L
334,H,0.25,0.0,0.75,1.5,W,W,L,L,L,W
335,H,-0.25,0.5,0.25,1.75,L,D,L,W,D,W
336,H,0.25,-0.25,1.0,1.25,W,D,D,D,L,W
337,H,0.25,-0.25,1.0,0.75,W,D,D,D,L,D
338,D,1.0,-0.75,1.75,0.0,D,L,W,L,W,L
339,NH,0.0,-0.75,1.5,0.75,L,L,W,W,W,L
340,H,0.5,0.0,0.75,1.0,D,D,D,L,D,W
341,H,1.5,0.25,1.25,1.75,D,W,W,W,D,D
342,H,0.2,0.0,1.2,1.4,L,W,W,W,L,D
343,H,0.6,0.0,1.4,1.2,L,W,D,W,W,L
344,D,-0.2,0.0,0.6,1.2,L,L,D,L,D,W
345,D,-1.6,0.0,0.6,0.8,W,L,L,D,L,L
346,D,-0.2,1.2,1.0,1.6,L,W,D,D,D,W
347,H,0.6,-0.6,1.4,0.6,L,L,W,D,W,D
348,D,-0.6,0.4,1.2,1.2,W,W,L,D,W,D
349,H,-0.4,-0.4,0.2,0.8,D,W,L,L,L,L
350,D,0.2,0.8,1.4,1.6,W,D,W,D,D,W
351,D,0.0,-1.3333333333333333,1.1666666666666667,0.6666666666666666,L,D,W,W,W,L
352,H,0.16666666666666666,-0.5,1.0,0.6666666666666666,L,W,W,D,W,L
353,H,0.0,-0.16666666666666666,0.6666666666666666,1.3333333333333333,L,D,W,W,L,W
354,D,0.3333333333333333,-0.16666666666666666,1.1666666666666667,0.6666666666666666,D,D,W,L,D,D
355,D,0.6666666666666666,-0.16666666666666666,1.5,1.0,D,D,D,L,D,D
356,H,0.5,-0.3333333333333333,1.1666666666666667,1.5,D,W,L,L,L,W
357,H,-0.3333333333333333,0.3333333333333333,0.5,1.6666666666666667,L,W,L,L,D,D
358,D,1.0,-0.5,1.5,1.1666666666666667,D,D,W,W,D,L
